> -L"boundary of the study area in North China, lon & lat in degrees"
116.848212823	34.244810771
116.853170509	34.1968119035
116.858704963	34.1505128494
116.859317888	34.0993733078
116.856939409	34.0590096238
116.855401857	34.0168067663
116.854000624	33.9872366642
116.853551128	33.9499362056
116.852104717	33.9155435891
116.848777714	33.885133422
116.847328945	33.8507551254
116.841916859	33.8224260047
116.836292322	33.7921963357
116.831089337	33.7657677166
116.825058521	33.7317407976
116.82173154	33.7013419962
116.82068955	33.6707703129
116.821296496	33.6343171867
116.822941796	33.6073640763
116.825616894	33.568834629
116.83097861	33.5339220332
116.834265963	33.5010812403
116.837123702	33.4644223263
116.847642675	33.4194832858
116.863708966	33.3785161285
116.877937366	33.3496119448
116.897256041	33.303362563
116.91315499	33.2673868658
116.928452687	33.2266765192
116.941435632	33.196316509
116.963449329	33.1632705054
116.983046858	33.1308522422
117.001115271	33.0987641108
117.019581068	33.0693698124
117.037570283	33.0153326136
117.05843101	32.9801679968
117.069424488	32.9447176245
117.09343743	32.9092216978
117.107789835	32.8747570278
117.122534305	32.8429893432
117.139234093	32.802777212
117.160406532	32.7703159119
117.179956273	32.7250089495
117.189418952	32.7002594651
117.206543324	32.6615575764
117.22054406	32.6231897532
117.235533799	32.5926803043
117.24706712	32.5598243954
117.257921323	32.5217298249
117.269433698	32.4888809664
117.280602389	32.4534156561
117.286564386	32.4263773897
117.291844355	32.3941008283
117.295914506	32.3740632918
117.301116729	32.3455751587
117.304631381	32.3110237047
117.309484438	32.2872347838
117.313544759	32.2569757847
117.320115268	32.2141719669
117.323865968	32.172912662
117.329256167	32.122721659
117.335133479	32.07874621
117.338094317	32.0474665895
117.339380499	32.0031516721
117.337347372	31.9676033505
117.333858451	31.9300074716
117.327865274	31.8902252888
117.308830385	31.8299631556
117.285821666	31.7959784837
117.252044161	31.7544343878
117.218608395	31.7278720737
117.181009293	31.6988342162
117.13816164	31.6778854285
117.095334856	31.6569227022
117.052543987	31.6359186954
117.010939052	31.6232751825
116.969347305	31.6106187138
116.927768988	31.5979493141
116.885332581	31.5862167979
116.847641386	31.5821953541
116.788558818	31.5819539334
116.766746174	31.5820313793
116.710794898	31.5888728269
116.650509372	31.5961002136
116.603164536	31.6022026253
116.564081554	31.6037984608
116.519384488	31.6133367001
116.488969596	31.6141319652
116.448439807	31.6213329595
116.396935008	31.627526463
116.356616654	31.6364803352
116.311241523	31.6477869137
116.277214002	31.6600045146
116.222081436	31.6787184597
116.185016679	31.6995363668
116.138140303	31.7213394937
116.109798882	31.7327314257
116.062951804	31.7541039712
116.02589526	31.7745126003
115.988825032	31.7947923204
115.951733998	31.815017074
115.925516168	31.8426981676
115.888380406	31.8629124208
115.842483396	31.8925575495
115.806389571	31.921285025
115.770276551	31.9499994608
115.733078902	31.9703360754
115.696930999	31.9990312849
115.649864008	32.0202414572
115.612617344	32.0405212338
115.574296547	32.0524164594
115.534912422	32.0559268761
115.495522682	32.0594251432
115.446279146	32.0637810712
115.406878447	32.0672523728
115.356579298	32.0631984254
115.266537846	32.0518861692
